WASH7P	6462
DDX11L1	16
MIR1302-11	0
FAM138A	0
OR4G4P	0
OR4G11P	0
OR4F5	0
RP11-34P13.7	184
RP11-34P13.8	37
RP11-34P13.14	15
RP11-34P13.16	47
RP11-34P13.15	140
CICP27	18
AL627309.1	699
RP11-34P13.13	153
RNU6-1100P	0
RP11-34P13.9	0
AP006222.2	205
AP006222.1	132
RP4-669L17.10	649
RP4-669L17.8	173
CICP7	20
RP4-669L17.4	7
OR4F29	0
WBP1LP7	4
RP4-669L17.2	3
AL732372.1	0
RP5-857K21.15	0
RP4-669L17.1	8
RP5-857K21.2	5
RP5-857K21.3	8
RP5-857K21.1	6
RP5-857K21.4	269715
hsa-mir-6723	178427
MTND1P23	1662
MTND2P28	31963
RP5-857K21.11	1567
RP5-857K21.7	793
RP5-857K21.5	0
MTATP6P1	47474
MTATP8P1	1053
WBP1LP6	4
OR4F16	0
CICP3	13
RP11-206L10.1	244
RP11-206L10.3	60
RP11-206L10.5	30
RP11-206L10.4	0
RNU6-1199P	0
RP11-206L10.2	125
RP11-206L10.9	555
RP11-206L10.8	229
AL669831.1	0
RP11-206L10.10	306
FAM87B	23
LINC00115	120
RP11-206L10.11	2062
TUBB8P11	2
FAM41C	27
AL645608.2	0
RP11-54O7.1	5
RP11-54O7.2	1
RP11-54O7.16	6
RP11-54O7.3	144
AL645608.1	92
SAMD11	982
NOC2L	2963
KLHL17	1549
PLEKHN1	194
C1orf170	18
HES4	451
RP11-54O7.17	0
ISG15	3439
RP11-54O7.11	6
RP11-54O7.10	4
AGRN	2162
RP11-465B22.3	439
RP11-54O7.18	19
RP11-54O7.14	354
RNF223	1
C1orf159	1145
RP11-465B22.5	3
TTLL10-AS1	4
TTLL10	35
MIR429	1
RP11-465B22.8	0
MIR200A	0
MIR200B	0
TNFRSF18	2642
TNFRSF4	5648
SDF4	14798
B3GALT6	2218
FAM132A	27
UBE2J2	12020
RP5-902P8.12	1
SCNN1D	198
RP5-902P8.10	14
ACAP3	4419
CPSF3L	24905
PUSL1	2224
RP5-890O3.9	193
GLTPD1	2876
TAS1R3	277
DVL1	4444
MXRA8	2343
AURKAIP1	7567
RP5-890O3.3	14
CCNL2	23342
RP4-758J18.2	4877
MRPL20	8882
RN7SL657P	21
RP4-758J18.13	288
RP4-758J18.7	223
ANKRD65	1185
RP4-758J18.10	67
TMEM88B	2
VWA1	3505
ATAD3C	434
ATAD3B	3022
ATAD3A	3127
SSU72	15009
TMEM240	52
AL645728.2	1683
AL645728.3	0
AL645728.1	2
C1orf233	237
RP11-345P4.9	412
MIB2	5195
MMP23B	537
CDK11B	9534
SLC35E2B	12863
RP11-345P4.10	3057
RP11-345P4.7	48
RP11-345P4.6	46
CDK11A	12088
MMP23A	145
RP1-283E3.8	12762
SLC35E2	5434
RP1-283E3.4	4277
NADK	19573
GNB1	74796
RP1-140A9.1	21
TMEM52	14
CALML6	20
C1orf222	8
RP11-547D24.1	14
GABRD	12
RP11-547D24.3	0
PRKCZ	10465
RP5-892K4.1	292
RP11-181G12.2	194
C1orf86	6012
AL590822.2	138
RP11-181G12.4	2
