OR4F5	0
AL627309.1	1
OR4F29	4
OR4F16	1
AL669831.1	0
AL645608.2	0
SAMD11	1
AL645608.1	0
NOC2L	2618
KLHL17	60
PLEKHN1	6
C1orf170	0
HES4	2
ISG15	24
AGRN	2249
RNF223	0
C1orf159	203
TTLL10	11
TNFRSF18	0
TNFRSF4	0
SDF4	3209
B3GALT6	1301
FAM132A	0
UBE2J2	1308
SCNN1D	9
ACAP3	1109
PUSL1	24
CPSF3L	3676
GLTPD1	682
TAS1R3	3
DVL1	477
MXRA8	48
AURKAIP1	609
CCNL2	2568
RP4-758J18.2	692
MRPL20	2205
ANKRD65	1
TMEM88B	0
VWA1	76
ATAD3C	45
ATAD3B	351
ATAD3A	366
TMEM240	9
SSU72	11771
AL645728.1	37
C1orf233	187
MIB2	170
MMP23B	0
CDK11B	2714
SLC35E2B	4080
CDK11A	1981
SLC35E2	1411
NADK	2226
GNB1	40923
CALML6	4
TMEM52	1
C1orf222	49
GABRD	0
PRKCZ	488
C1orf86	409
AL590822.2	0
AL590822.1	1
SKI	7827
MORN1	371
AL589739.1	0
RER1	7837
PEX10	701
PLCH2	20
PANK4	1880
HES5	2
TNFRSF14	10009
FAM213B	2437
MMEL1	47
TTC34	22
ACTRT2	0
PRDM16	146
ARHGEF16	1
MEGF6	21
TPRG1L	5916
WRAP73	321
TP73	65
CCDC27	18
SMIM1	12
LRRC47	3266
CEP104	3163
DFFB	424
C1orf174	343
AJAP1	19
NPHP4	807
KCNAB2	66750
AL035406.1	0
CHD5	86
RPL22	12427
RNF207	699
ICMT	11172
HES3	4
GPR153	2354
ACOT7	4146
HES2	8
ESPN	32
TNFRSF25	19
PLEKHG5	221
NOL9	1815
TAS1R1	13
ZBTB48	646
KLHL21	6566
PHF13	3146
THAP3	326
DNAJC11	8461
CAMTA1	2203
VAMP3	9945
PER3	1000
UTS2	9
TNFRSF9	14
PARK7	7398
ERRFI1	397
SLC45A1	19
RERE	13561
ENO1	75412
CA6	17
SLC2A7	15
SLC2A5	39
GPR157	390
H6PD	5729
SPSB1	13255
SLC25A33	386
TMEM201	1307
PIK3CD	11706
C1orf200	0
CLSTN1	56176
CTNNBIP1	2253
LZIC	2606
NMNAT1	1681
RBP7	26
UBE4B	14351
KIF1B	9167
PGD	17200
APITD1	0
APITD1-CORT	0
CORT	0
DFFA	3849
PEX14	997
CASZ1	33
C1orf127	103
TARDBP	6276
MASP2	203
SRM	4537
EXOSC10	7022
MTOR	19114
ANGPTL7	0
UBIAD1	1603
PTCHD2	33
FBXO2	537
FBXO44	1595
FBXO6	273
MAD2L2	1173
DRAXIN	64
AGTRAP	826
C1orf167	9
MTHFR	2619
CLCN6	6420
NPPA	158
NPPB	55
KIAA2013	3000
PLOD1	32138
MFN2	15515
MIIP	375
TNFRSF8	70
TNFRSF1B	38
VPS13D	10898
DHRS3	793
AADACL4	19
AADACL3	3
C1orf158	6
PRAMEF12	0
PRAMEF1	0
PRAMEF11	1
HNRNPCL1	13
PRAMEF2	0
PRAMEF4	0
PRAMEF10	3
PRAMEF7	0
PRAMEF6	2
PRAMEF22	0
WI2-3308P17.2	0
PRAMEF26	0
PRAMEF3	0
PRAMEF5	1
PRAMEF8	0
PRAMEF9	1
PRAMEF13	0
PRAMEF18	0
PRAMEF16	2
PRAMEF21	1
PRAMEF15	0
PRAMEF14	0
PRAMEF19	1
PRAMEF17	0
PRAMEF20	0
LRRC38	7
PDPN	20
PRDM2	5945
KAZN	6058
TMEM51	1172
C1orf195	0
FHAD1	101
EFHD2	1430
CTRC	8
CELA2A	9
CELA2B	58
CASP9	912
DNAJC16	2261
AGMAT	0
DDI2	2857
RSC1A1	0
PLEKHM2	16023
SLC25A34	69
TMEM82	4
FBLIM1	1022
SPEN	11104
ZBTB17	705
C1orf64	3
HSPB7	5
CLCNKA	4
CLCNKB	8
FAM131C	0
EPHA2	910
ARHGEF19	161
C1orf134	113
RSG1	195
FBXO42	2834
SZRD1	344
SPATA21	25
NECAP2	6918
AL355149.2	0
NBPF1	7642
AL137798.1	0
AL021920.2	0
CROCC	818
MFAP2	1185
ATP13A2	2634
SDHB	3192
PADI2	255
PADI1	36
PADI3	5
PADI4	29
AC004824.2	0
RCC2	11830
ARHGEF10L	1458
ACTL8	63
IGSF21	67
KLHDC7A	2
PAX7	23
TAS1R2	0
RP13-279N23.2	8
ALDH4A1	0
IFFO2	22
UBR4	62713
EMC1	13052
MRTO4	929
AKR7L	76
AKR7A3	29
AKR7A2	2843
PQLC2	972
CAPZB	19831
MINOS1-NBL1	14
MINOS1	0
NBL1	1263
HTR6	18
TMCO4	1348
RNF186	2
OTUD3	726
PLA2G2E	3
PLA2G2A	9
PLA2G5	25
PLA2G2D	1
PLA2G2F	10
PLA2G2C	7
UBXN10	2
VWA5B1	16
CAMK2N1	2169
MUL1	3839
FAM43B	2
CDA	32
PINK1	6986
DDOST	16087
KIF17	48
SH2D5	11
HP1BP3	13234
EIF4G3	13351
ECE1	3694
NBPF3	1564
ALPL	99
RAP1GAP	2101
USP48	9714
LDLRAD2	86
HSPG2	12497
