AP1M2	1
AP1G1	3726
AP1G2	702
AP1M1	5963
AP1S1	4078
AP1S2	13110
AP1S3	692
AP2A1	6174
AP2A2	4686
AP2B1	18531
AP2M1	15304
AP2S1	7096
AP3B1	3085
AP3B2	96
AP3D1	18289
AP3M1	2611
AP3M2	4386
AP3S1	1141
AP3S2	4169
AP4B1	961
AP4E1	1031
AP4M1	875
AP4S1	128
APAF1	1061
APBA1	144
APBA2	395
APBA3	938
APBB1IP	781
APBB1	3812
APBB2	530
APBB3	538
APC2	601
APCDD1L	109
APCDD1	1346
APCS	0
APC	1122
APEH	4285
APEX1	7014
APEX2	1691
APH1A	8834
APH1B	1353
API5	5762
APIP	889
APITD1	453
APLF	121
APLNR	606
APLN	115
APLP1	481
APLP2	59647
APOA1BP	4523
APOA1	2
APOA2	0
APOA4	0
APOA5	0
APOB48R	525
APOBEC1	0
APOBEC2	0
APOBEC3A	98
APOBEC3B	1399
APOBEC3C	7496
APOBEC3D	2088
APOBEC3F	3131
APOBEC3G	7792
APOBEC3H	41
APOBEC4	0
APOB	0
APOC1P1	14
C14orf68	4
C14orf50	84
C14orf53	0
C14orf64	7
C14orf70	0
C14orf72	18
C14orf73	17
C14orf79	396
C14orf80	746
C14orf86	0
C14orf93	321
C15orf17	2113
C15orf21	38
C15orf23	715
C15orf24	4654
C15orf26	12
C15orf27	86
C15orf28	6
C15orf29	548
C15orf2	0
C15orf32	0
C15orf33	13
C15orf34	10
C15orf37	425
C15orf38	1045
C15orf39	6125
C15orf40	557
C15orf41	502
C15orf42	467
C15orf43	0
C15orf44	2323
C15orf48	422
C15orf50	3
C15orf51	23
C15orf52	1375
C15orf53	2
C15orf54	13
C15orf55	0
C15orf56	16
C15orf57	1096
C15orf58	150
C15orf59	363
C15orf5	0
C15orf60	0
C15orf61	314
C15orf62	60
C15orf63	2456
C16orf11	0
C16orf13	953
C16orf3	3
C16orf42	2891
C16orf45	705
C16orf46	46
C16orf48	715
C16orf52	489
