ANXA5	48435
ANXA2	72346
ANXA3	31
ANXA4	2047
ANXA6	7294
ANXA7	8165
ANXA8L1	0
ANXA8L2	37
ANXA8	122
ANXA9	30
AOAH	200
AOC2	160
AOC3	343
AOX1	95
AOX2P	0
AP1AR	1014
AP1B1	13844
AP1G1	4516
AP1G2	403
AP1M1	10841
AP1M2	12
AP1S1	4235
AP1S2	19598
AP1S3	722
AP2A1	12431
AP2A2	4370
AP2B1	41517
AP2M1	42827
AP2S1	8740
AP3B1	8338
AP3B2	76
AP3D1	15794
AP3M1	5817
AP3M2	2978
AP3S1	4119
AP3S2	7484
AP4B1	1850
AP4E1	601
AP4M1	1110
AP4S1	164
APAF1	2010
APBA1	906
APBA2	80
APBA3	1523
APBB1IP	722
APBB1	3463
APBB2	3231
APBB3	1054
APC2	464
APCDD1L	6
APCDD1	266
APCS	0
APC	2600
APEH	8804
APEX1	10072
APEX2	2076
APH1A	7446
APH1B	574
API5	8290
APIP	968
APITD1	1112
APLF	71
APLNR	764
APLN	88
APLP1	1221
C14orf183	2
C14orf180	0
C14orf181	35
C14orf182	23
C14orf184	1
C14orf19	8
C14orf1	2917
C14orf21	1233
C14orf23	0
C14orf28	316
C14orf2	1649
C14orf33	165
C14orf34	39
C14orf37	35
C14orf39	0
C14orf43	4138
C14orf45	391
C14orf48	0
C14orf49	215
C14orf4	3843
C14orf50	7
C14orf53	0
C14orf64	6
C14orf68	2
C14orf70	0
C14orf72	3
C14orf73	5
C14orf79	435
C14orf80	809
C14orf86	0
C14orf93	439
C15orf17	3945
C15orf21	234
C15orf23	1104
C15orf24	3454
C15orf26	5
C15orf27	25
C15orf28	6
C15orf29	407
C15orf2	0
C15orf32	1
C15orf33	23
C15orf34	31
C15orf37	268
C15orf38	1077
C15orf39	5307
C15orf40	1132
C15orf41	264
C15orf42	1188
C15orf43	0
C15orf44	3623
C15orf48	103
C15orf50	2
C15orf51	30
C15orf52	2449
C15orf53	0
C15orf54	4
C15orf55	3
C15orf56	1
C15orf57	473
C15orf58	168
C15orf59	16
C15orf5	2
C15orf60	0
C15orf61	324
C15orf62	18
C15orf63	2300
C16orf11	2
C16orf13	2669
C16orf3	1
C16orf42	4556
C16orf45	302
C16orf46	116
C16orf48	671
C16orf52	2168
C16orf53	3698
C16orf54	157
CCDC123	3689
CCDC120	386
CCDC121	101
CCDC122	39
CCDC124	8665
CCDC125	501
CCDC126	417
CCDC127	1776
CCDC129	1
CCDC12	1754
CCDC130	1472
CCDC132	1386
CCDC134	249
CCDC135	1
CCDC136	21
CCDC137	3427
CCDC138	82
CCDC13	14
CCDC140	31
CCDC141	16
CCDC142	584
CCDC144A	46
CCDC144B	111
CCDC144C	12
CCDC144NL	1
CCDC146	285
CCDC147	15
CCDC148	16
CCDC149	1400
CCDC14	1457
CCDC150	147
CCDC151	39
CCDC152	1127
CCDC153	6
CCDC154	10
CCDC155	25
CCDC157	120
CCDC158	0
CCDC159	611
CCDC15	324
CCDC160	54
CCDC163P	7
CCDC17	30
CCDC18	1064
CCDC19	6
CCDC21	2558
CCDC22	1688
CCDC23	672
CCDC24	369
CCDC25	3503
CCDC27	0
CCDC28A	1173
CCDC28B	447
CCDC30	121
CCDC33	0
CCDC34	2045
CCDC36	42
CCDC37	0
CCDC38	0
CCDC39	70
CCDC3	178
CCDC40	311
CCDC41	638
CCDC42B	1
CCDC42	10
CCDC43	1735
CCDC45	850
CCDC46	352
CCDC47	13525
CCDC48	15
